,Unnamed: 0,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price,yr_built,town_Archie,town_Belton,town_Cleveland,town_Creighton,town_Drexel,town_East Lynne,town_Freeman,town_Garden City,town_Greenwood,town_Harrisonville,town_Kingsville,town_Lake Winnebago,town_Lees Summit,town_Loch Lloyd,town_Peculiar,town_Pleasant Hill,town_Raymore,town_Strasburg
464,464,"2215 Wind Side CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,589SqftBuilt in2013Single Family",2589,0.35,4,3,0,276500,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465,465,"1601 Kentucky DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)2,433SqftBuilt in20050.3AcresSingle Family",2433,0.3,3,2,1,277000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,466,"803 Old Paint RoadRaymore, MO 64083","5Bedrms4Full Bath(s)0Half Bath(s)3,138SqftBuilt in1998Single Family",3138,0.5,5,4,0,277000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468,468,"25213 Lone Pine DriveCleveland, MO 64734","4Bedrms2Full Bath(s)0Half Bath(s)2,352SqftBuilt in19773.2AcresSingle Family",2352,3.2,4,2,0,279000,1977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,470,"716 Redtop LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,461SqftBuilt in2006Single Family",2461,0.35,3,3,0,279000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,471,"905 Bellflower LaneGreenwood, MO 64034","5Bedrms3Full Bath(s)0Half Bath(s)2,082SqftBuilt in2013Single Family",2082,0.35,5,3,0,279000,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,472,"1702 Winchester DrivePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)1,822SqftBuilt in2005Single Family",1822,0.25,4,3,0,279000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
473,473,"500 Eagle Glen DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,035SqftBuilt in2005Single Family",2035,0.35,4,3,0,279000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
474,474,"11507 E 207th CirclePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,507SqftBuilt in2019Single Family",1507,0.25,3,2,0,279900,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
475,475,"806 Eve Orchid DriveGreenwood, MO 64034","4Bedrms3Full Bath(s)0Half Bath(s)2,370SqftBuilt in2012Single Family",2370,0.35,4,3,0,279900,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,476,"1713 Lexington RoadPleasant Hill, MO 64080","4Bedrms2Full Bath(s)0Half Bath(s)2,959SqftBuilt in19840.72AcresSingle Family",2959,0.72,4,2,0,279900,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
477,477,"1504 Ventnor LaneRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)2,538SqftBuilt in2006Single Family",2538,0.35,2,2,0,279900,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
478,478,"12205 White Oak StreetPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,925SqftBuilt in2019Single Family",1925,0.25,4,2,1,279900,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
480,480,"302 Crestview CourtRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,151SqftBuilt in2019Single Family",1151,0.2,2,2,0,280000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
481,481,"608 Mulberry StreetPleasant Hill, MO 64080","4Bedrms2Full Bath(s)0Half Bath(s)2,200SqftBuilt in20031AcresSingle Family",2200,1.0,4,2,0,280000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
482,482,"907 N Jackson StreetRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,616SqftBuilt in19741.97AcresSingle Family",2616,1.97,3,3,0,280000,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,484,"1806 Meadow LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)2,279SqftBuilt in20110.5AcresSingle Family",2279,0.5,4,3,1,280000,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
485,485,"320 Ponderosa StreetDrexel, MO 64742","5Bedrms3Full Bath(s)0Half Bath(s)3,308SqftBuilt in2005Single Family",3308,0.5,5,3,0,280000,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486,486,"12023 Astor CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,121SqftBuilt in2019Single Family",2121,0.35,4,3,0,281000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
487,487,"615 Meadowlark CircleRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,821SqftBuilt in2004Single Family",1821,0.25,3,2,0,281600,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
488,488,"22913 S Fox's LanePeculiar, MO 64078","2Bedrms2Full Bath(s)0Half Bath(s)1,335SqftBuilt in2020Single Family",1335,0.2,2,2,0,282000,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
489,489,"510 Johnston ParkwayRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,313SqftBuilt in1998Single Family",3313,0.5,4,3,1,282500,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
490,490,"419 River Birch RoadRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,040SqftBuilt in2015Single Family",2040,0.35,4,2,1,283027,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
491,491,"411 Fairway RoadBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,785SqftBuilt in2017Single Family",1785,0.25,3,2,1,283500,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,492,"22915 S Fox's LanePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,150SqftBuilt in2020Single Family",2150,0.35,4,3,0,284000,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493,493,"23003 S Fox's LanePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,150SqftBuilt in2018Single Family",2150,0.35,4,3,0,284000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,494,"507 River Birch RoadRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)3,215SqftBuilt in20060.35AcresSingle Family",3215,0.35,4,2,1,284000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
495,495,"1506 Horseshoe DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,129SqftBuilt in1998Single Family",3129,0.5,4,3,0,284000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
496,496,"317 Alder DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,284SqftBuilt in2009Single Family",2284,0.35,4,2,1,284000,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
497,497,"12500 Live Oak CirclePeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,865SqftBuilt in2019Single Family",1865,0.25,4,2,1,284100,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
498,498,"11504 E 209th StreetPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,925SqftBuilt in2019Single Family",1925,0.25,4,2,1,284500,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
499,499,"24910 S Hope RoadPeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,372SqftBuilt in19756.3AcresSingle Family",1372,6.3,3,2,0,284500,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500,500,"1526 Horseshoe DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,600SqftBuilt in2002Single Family",2600,0.35,4,2,1,284750,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
501,501,"4800 SW Beckham DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,837SqftBuilt in2018Single Family",1837,0.25,3,2,1,284990,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
502,502,"320 SW Seagull StreetLee's Summit, MO 64082","4Bedrms3Full Bath(s)1Half Bath(s)2,961SqftBuilt in1993Single Family",2961,0.35,4,3,1,285000,1993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
503,503,"1003 Papaw LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,400SqftBuilt in20170.47AcresSingle Family",2400,0.47,4,3,0,285000,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
504,504,"1210 Cooper DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,030SqftBuilt in2012Single Family",2030,0.35,4,3,1,285000,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505,505,"1701 Longhorn LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,324SqftBuilt in2001Single Family",2324,0.35,3,3,0,285000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
506,506,"4800 SW Leafwing DriveLee's Summit, MO 64082","2Bedrms2Full Bath(s)0Half Bath(s)1,595SqftBuilt in2006Single Family",1595,0.25,2,2,0,285000,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
507,507,"1307 Buckeye LanePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,344SqftBuilt in2006Single Family",2344,0.35,3,3,0,285000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
508,508,"210 SW Marsh Wren StreetLee's Summit, MO 64082","4Bedrms3Full Bath(s)1Half Bath(s)3,288SqftBuilt in1994Single Family",3288,0.5,4,3,1,285000,1994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
509,509,"21325 S Jefferson ParkwayPleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,335SqftBuilt in20151AcresSingle Family",2335,1.0,3,3,0,285000,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
510,510,"609 Finch StreetRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,624SqftBuilt in19850AcresSingle Family",2624,0.35,3,3,0,285000,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511,511,"26507 E 273rd StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)1,350SqftBuilt in197017.5AcresSingle Family",1350,17.5,3,3,0,285000,1970,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
512,512,"1808 Chelsea CirclePleasant Hill, MO 64080","3Bedrms3Full Bath(s)1Half Bath(s)2,844SqftBuilt in19980.4AcresSingle Family",2844,0.4,3,3,1,285000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
513,513,"12305 Astor CourtPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,928SqftBuilt in2006Single Family",2928,0.35,3,2,1,285000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
514,514,"22912 S Creekview DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,150SqftBuilt in2020Single Family",2150,0.35,4,3,0,286000,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
515,515,"11712 E 229th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,150SqftBuilt in2018Single Family",2150,0.35,4,3,0,286500,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
517,517,"16506 Fairway RoadBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,993SqftBuilt in2005Single Family",2993,0.35,4,3,0,287000,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,518,"1309 Faulkner DrivePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,100SqftBuilt in2017Single Family",2100,0.35,4,3,0,287500,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
519,519,"12107 Canna CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)3,392SqftBuilt in20060.28AcresSingle Family",3392,0.28,4,3,0,287500,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
520,520,"1302 Mission DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,968SqftBuilt in2017Single Family",1968,0.25,4,2,1,287850,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
521,521,"13509 E Harvest LanePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)2,164SqftBuilt in19952.2AcresSingle Family",2164,2.2,3,2,0,288725,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
522,522,"702 Quincy CourtBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,224SqftBuilt in20170.29AcresSingle Family",2224,0.29,4,3,0,289000,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,523,"417 E 166th CourtBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,859SqftBuilt in2018Single Family",1859,0.25,3,2,1,289000,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,524,"415 Fairway RoadBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,859SqftBuilt in2019Single Family",1859,0.25,3,2,1,289000,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,525,"312 Alder DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,288SqftBuilt in2007Single Family",2288,0.35,4,2,1,289900,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526,526,"3015 E Canyon WayHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,200SqftBuilt in2020Single Family",2200,0.35,4,3,0,289900,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
527,527,"1919 Parkview DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,947SqftBuilt in2017Single Family",1947,0.25,4,2,1,289900,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
529,529,"1548 SW Cornwall RoadLee's Summit, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,909SqftBuilt in2017Single Family",1909,0.25,3,2,1,289950,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
530,530,"1704 Pam CourtBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,016SqftBuilt in2019Single Family",2016,0.35,4,3,0,289950,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,532,"4801 SW Beckham DriveLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,114SqftBuilt in2017Single Family",2114,0.35,4,2,1,289990,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533,533,"1124 SW Whitby RoadLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,505SqftBuilt in2018Single Family",1505,0.25,3,2,0,289990,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
534,534,"22809 S State Line RoadCleveland, MO 64734","3Bedrms2Full Bath(s)0Half Bath(s)2,069SqftBuilt in20063.01AcresSingle Family",2069,3.0,3,2,0,290000,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,535,"1502 Sugarland ParkwayPleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,734SqftBuilt in19940.76AcresSingle Family",2734,0.76,3,3,0,290000,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
536,536,"20012 S Stockman RoadBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,630SqftBuilt in19973.5AcresSingle Family",1630,3.5,3,2,0,290000,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,538,"25500 E State Route 2 HighwayHarrisonville, MO 64701","4Bedrms3Full Bath(s)1Half Bath(s)2,801SqftBuilt in19883.01AcresSingle Family",2801,3.0,4,3,1,290000,1988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
539,539,"806 Cedar Ridge DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,914SqftBuilt in2019Single Family",1914,0.25,4,3,0,291400,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
540,540,"30519 S Lone Tree RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,790SqftBuilt in19967.5AcresSingle Family",2790,7.5,3,2,1,291800,1996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
541,541,"12105 Canna CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)3,132SqftBuilt in2006Single Family",3132,0.5,4,3,0,291999,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
542,542,"5133 SW Mallard PointLee's Summit, MO 64082","3Bedrms3Full Bath(s)0Half Bath(s)3,897SqftBuilt in1978Single Family",3897,0.5,3,3,0,292000,1978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
543,543,"405 Eagle Glen DriveRaymore, MO 64083","5Bedrms3Full Bath(s)0Half Bath(s)2,800SqftBuilt in20070.23AcresSingle Family",2800,0.23,5,3,0,292000,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544,544,"1316 SW Cornwall RoadLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,505SqftBuilt in2019Single Family",1505,0.25,3,2,0,292000,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
545,545,"311 Alder DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,440SqftBuilt in2013Single Family",2440,0.35,4,3,0,292500,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
546,546,"716 S Franklin StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,400SqftBuilt in2016Single Family",2400,0.35,4,3,0,292500,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
547,547,"16905 Meadow Creek CircleBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,250SqftBuilt in2017Single Family",2250,0.35,4,3,0,293000,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,549,"803 Eve Orchid DriveGreenwood, MO 64034","4Bedrms3Full Bath(s)0Half Bath(s)3,108SqftBuilt in2012Single Family",3108,0.5,4,3,0,293700,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
550,550,"1309 Belinder DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftBuilt in2019Single Family",1800,0.25,3,2,1,294715,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
551,551,"1221 SW Waterloo DriveLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,114SqftBuilt in2018Single Family",2114,0.35,4,2,1,294990,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
552,552,"1220 SW Cornwall RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,689SqftBuilt in20100.26AcresSingle Family",2689,0.26,4,2,1,295000,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
554,554,"21515 S Phoenix DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)2,024SqftBuilt in19942AcresSingle Family",2024,2.0,3,2,0,295000,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
555,555,"2103 Continental AvenueHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)4,303SqftBuilt in1967Single Family",4303,0.5,4,3,0,295000,1967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
556,556,"611 Johnston ParkwayRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,052SqftBuilt in2005Single Family",3052,0.5,4,3,0,295000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
557,557,"722 S Franklin StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,170SqftBuilt in2017Single Family",2170,0.35,4,2,1,295750,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
558,558,"317 SW Seagull StreetLee's Summit, MO 64082","4Bedrms3Full Bath(s)0Half Bath(s)3,224SqftBuilt in1994Single Family",3224,0.5,4,3,0,296000,1994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
559,559,"12303 S Burr Oak CourtPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,925SqftBuilt in2019Single Family",1925,0.25,4,2,1,296400,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
560,560,"9704 E Seville CirclePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,926SqftBuilt in20024.78AcresSingle Family",2926,4.78,3,2,1,297000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
561,561,"4652 SW Soldier DriveLee's Summit, MO 64082","3Bedrms2Full Bath(s)0Half Bath(s)1,788SqftBuilt in2013Single Family",1788,0.25,3,2,0,297500,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
562,562,"2614 Ridgewood RoadHarrisonville, MO 64701","3Bedrms3Full Bath(s)1Half Bath(s)2,388SqftBuilt in2003Single Family",2388,0.35,3,3,1,297900,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
563,563,"1423 Brompton LaneRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,640SqftBuilt in2006Single Family",1640,0.25,2,2,0,298400,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
564,564,"914 Caribou CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,956SqftBuilt in20110.33AcresSingle Family",2956,0.33,4,3,0,299000,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
565,565,"608 Canyon DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,885SqftBuilt in19990.34AcresSingle Family",1885,0.34,3,2,0,299000,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
566,566,"12101 Canna CourtPeculiar, MO 64078","5Bedrms3Full Bath(s)0Half Bath(s)2,545SqftBuilt in2006Single Family",2545,0.35,5,3,0,299000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,567,"711 Redtop LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,800SqftBuilt in2006Single Family",2800,0.35,3,3,0,299000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
568,568,"1304 Mission DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,507SqftBuilt in2019Single Family",2507,0.35,3,2,1,299950,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569,569,"1417 SW Fairfax RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,062SqftBuilt in2018Single Family",2062,0.35,4,2,1,299990,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
570,570,"905 Bellflower LaneGreenwood, MO 64034","5Bedrms3Full Bath(s)0Half Bath(s)2,082SqftBuilt in2013Single Family",2082,0.35,5,3,0,300000,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
571,571,"303 SW Seaside Sparrow StreetLee's Summit, MO 64082","3Bedrms3Full Bath(s)0Half Bath(s)2,090SqftBuilt in2000Single Family",2090,0.35,3,3,0,300000,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
572,572,"24405 S Rockhaven RoadPeculiar, MO 64078","6Bedrms4Full Bath(s)0Half Bath(s)3,018SqftBuilt in19715AcresSingle Family",3018,5.0,6,4,0,300000,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
573,573,"330 E Aspen StreetDrexel, MO 64742","3Bedrms3Full Bath(s)0Half Bath(s)6,151SqftBuilt in19961AcresSingle Family",6151,1.0,3,3,0,300000,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574,574,"25110 Lone Pine DriveCleveland, MO 64734","3Bedrms2Full Bath(s)2Half Bath(s)3,530SqftBuilt in19754.27AcresSingle Family",3530,4.27,3,2,2,300000,1975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,575,"916 SW Soldier CourtLee's Summit, MO 64082","3Bedrms3Full Bath(s)0Half Bath(s)2,311SqftBuilt in2004Single Family",2311,0.35,3,3,0,300000,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
576,576,"914 Coyote DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,809SqftBuilt in2009Single Family",2809,0.35,4,3,1,300000,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577,577,"22617 Frontier DrivePeculiar, MO 64078","5Bedrms3Full Bath(s)0Half Bath(s)2,675SqftBuilt in2014Single Family",2675,0.35,5,3,0,300000,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
578,578,"30109 E 222nd CourtPleasant Hill, MO 64080","4Bedrms2Full Bath(s)1Half Bath(s)2,814SqftBuilt in20027.2AcresSingle Family",2814,7.2,4,2,1,300000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
580,580,"11804 Centennial StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,461SqftBuilt in2018Single Family",2461,0.35,4,3,0,302000,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
581,581,"1911 Creek View LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,466SqftBuilt in2017Single Family",2466,0.35,4,3,0,302000,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
582,582,"1700 Remington StreetPleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)3,300SqftBuilt in2002Single Family",3300,0.5,4,3,1,302500,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
583,583,"509 Pecan StreetRaymore, MO 64083","5Bedrms3Full Bath(s)0Half Bath(s)3,528SqftBuilt in2003Single Family",3528,0.5,5,3,0,302500,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
